,home,search,payment,confirmation,home_to_search,search_to_payment,payment_to_confirm,home_to_confirm,drop_home_search,drop_search_payment,drop_payment_confirm
Overall,90400,45200,6030,452,0.5,0.1334070796460177,0.07495854063018242,0.005,45200,39170,5578
